ID;rodada;data;hora;dia;mandante;visitante;formacao_mandante;formacao_visitante;tecnico_mandante;tecnico_visitante;vencedor;arena;mandante_placar;visitante_placar;mandante_estado;visitante_estado;estado_vencedor
7202;32;24/01/2021;18:15;Domingo;Sport;Bahia;4-2-3-1;4-2-3-1;L. Cavalcanti;L. Cavalcanti;Sport;adelmar da costa carvalho;2;0;PE;BA;PE
7203;32;24/01/2021;18:15;Domingo;Santos;Goias;04/03/2003;05/03/2002;A. César;A. César;Goias;estadio urbano caldeira;3;4;SP;GO;GO
7204;32;24/01/2021;20:30;Domingo;Fluminense;Botafogo-RJ;4-2-3-1;4-1-4-1;E. de Souza Barroca;E. de Souza Barroca;Fluminense;estadio vasco da gama;2;0;RJ;RJ;RJ
7205;32;25/01/2021;20:00;Segunda-feira;Corinthians;Bragantino;4-2-3-1;04/04/2002;M. Nogueira Barbieri;M. Nogueira Barbieri;Bragantino;neo quimica arena;0;2;SP;SP;SP
7206;33;31/01/2021;16:00;Domingo;Vasco;Bahia;04/03/2003;4-2-3-1;L. Cavalcanti;L. Cavalcanti;-;estadio vasco da gama;0;0;RJ;BA;-
7207;33;31/01/2021;16:00;Domingo;Ceara;Athletico-PR;4-2-3-1;04/04/2002;P. Autuori de Mello;P. Autuori de Mello;Athletico-PR;arena castelao;0;2;CE;PR;PR
7208;33;31/01/2021;15:59;Domingo;Atletico-GO;Sao Paulo;4-2-3-1;04/04/2002;F. Diniz Silva;F. Diniz Silva;Atletico-GO;estadio antonio accioly;2;1;GO;SP;GO
7209;33;31/01/2021;16:01;Domingo;Coritiba;Gremio;4-1-4-1;4-2-3-1;Renato Gaúcho;Renato Gaúcho;-;couto pereira;1;1;PR;RS;-
7210;33;31/01/2021;17:00;Domingo;Atletico-MG;Fortaleza;4-2-3-1;05/04/2001;L. Porto Siqueira;L. Porto Siqueira;Atletico-MG;mineirao;2;0;MG;CE;MG
7211;33;31/01/2021;18:15;Domingo;Internacional;Bragantino;4-1-4-1;04/03/2003;M. Nogueira Barbieri;M. Nogueira Barbieri;Internacional;estadio jose pinheiro borda;2;1;RS;SP;RS
7212;33;31/01/2021;20:30;Domingo;Fluminense;Goias;4-2-3-1;04/03/2003;G. Ramos da Silva;G. Ramos da Silva;Fluminense;estadio nilton santos;3;0;RJ;GO;RJ
7213;33;01/02/2021;19:59;Segunda-feira;Sport;Flamengo;4-2-3-1;04/04/2002;R. Ceni;R. Ceni;Flamengo;adelmar da costa carvalho;0;3;PE;RJ;RJ
7214;33;02/02/2021;16:00;Terça-feira;Palmeiras;Botafogo-RJ;4-2-3-1;04/04/2002;E. de Souza Barroca;E. de Souza Barroca;-;allianz parque;1;1;SP;RJ;-
7215;33;17/02/2021;18:59;Quarta-feira;Santos;Corinthians;04/03/2003;4-2-3-1;V. Carmo Mancini;V. Carmo Mancini;Santos;estadio urbano caldeira;1;0;SP;SP;SP
7216;34;03/02/2021;15:59;Quarta-feira;Gremio;Santos;4-2-3-1;4-1-4-1;A. Stival;A. Stival;-;arena do gremio;3;3;RS;SP;-
7217;34;03/02/2021;19:15;Quarta-feira;Bragantino;Atletico-GO;04/04/2002;4-2-3-1;M. Ribeiro Cabo;M. Ribeiro Cabo;Bragantino;nabizao;2;0;SP;GO;SP
7218;34;03/02/2021;21:30;Quarta-feira;Corinthians;Ceara;4-2-3-1;4-2-3-1;A. Ferreira;A. Ferreira;Corinthians;neo quimica arena;2;1;SP;CE;SP
7219;34;03/02/2021;21:30;Quarta-feira;Goias;Atletico-MG;05/03/2002;03/05/2002;J. Sampaoli Moya;J. Sampaoli Moya;Goias;estadio da serrinha;1;0;GO;MG;GO
7220;34;03/02/2021;21:30;Quarta-feira;Bahia;Fluminense;4-1-4-1;4-2-3-1;M. de Oliveira;M. de Oliveira;Fluminense;itaipava arena fonte nova;0;1;BA;RJ;RJ
7221;34;04/02/2021;18:30;Quinta-feira;Fortaleza;Coritiba;4-2-3-1;05/04/2001;G. Morínigo;G. Morínigo;Fortaleza;arena castelao;3;1;CE;PR;CE
7222;34;04/02/2021;20:59;Quinta-feira;Flamengo;Vasco;04/04/2002;4-1-4-1;V. Luxemburgo da Silva;V. Luxemburgo da Silva;Flamengo;maracana;2;0;RJ;RJ;RJ
7223;34;04/02/2021;21:00;Quinta-feira;Athletico-PR;Internacional;4-2-2-2;4-1-4-1;A. da Silva Braga;A. da Silva Braga;-;estadio joaquim americo guimaraes;0;0;PR;RS;-
7224;34;05/02/2021;20:00;Sexta-feira;Botafogo-RJ;Sport;04/04/2002;04/04/2002;J. Ribeiro Ventura;J. Ribeiro Ventura;Sport;estadio nilton santos;0;1;RJ;PE;PE
7225;34;19/02/2021;21:31;Sexta-feira;Sao Paulo;Palmeiras;04/04/2002;4-2-3-1;A. Moreira Ferreira;A. Moreira Ferreira;-;morumbi;1;1;SP;SP;-
7226;35;06/02/2021;19:00;Sabado;Bahia;Goias;04/03/2003;03/05/2002;A. César;A. César;-;itaipava arena fonte nova;3;3;BA;GO;-
7227;35;06/02/2021;21:00;Sabado;Atletico-GO;Santos;4-2-3-1;4-2-3-1;A. Stival;A. Stival;-;estadio antonio accioly;1;1;GO;SP;-
7228;35;07/02/2021;20:30;Domingo;Bragantino;Flamengo;04/03/2003;04/04/2002;R. Ceni;R. Ceni;-;nabizao;1;1;SP;RJ;-
7229;35;08/02/2021;20:00;Segunda-feira;Botafogo-RJ;Gremio;04/04/2002;4-2-3-1;Renato Gaúcho;Renato Gaúcho;Gremio;estadio nilton santos;2;5;RJ;RS;RS
7230;35;10/02/2021;19:00;Quarta-feira;Internacional;Sport;4-1-4-1;3-4-2-1;J. Ribeiro Ventura;J. Ribeiro Ventura;Sport;estadio jose pinheiro borda;1;2;RS;PE;PE
7231;35;10/02/2021;19:15;Quarta-feira;Fortaleza;Vasco;4-2-3-1;4-2-3-1;V. Luxemburgo da Silva;V. Luxemburgo da Silva;Fortaleza;arena castelao;3;0;CE;RJ;CE
7232;35;10/02/2021;21:01;Quarta-feira;Sao Paulo;Ceara;04/04/2002;4-2-3-1;A. Ferreira;A. Ferreira;-;morumbi;1;1;SP;CE;-
7233;35;10/02/2021;21:30;Quarta-feira;Fluminense;Atletico-MG;4-2-3-1;03/04/2003;J. Sampaoli Moya;J. Sampaoli Moya;-;maracana;0;0;RJ;MG;-
7234;35;10/02/2021;21:30;Quarta-feira;Corinthians;Athletico-PR;4-2-3-1;4-2-2-2;P. Autuori de Mello;P. Autuori de Mello;-;neo quimica arena;3;3;SP;PR;-
7235;35;17/02/2021;19:30;Quarta-feira;Coritiba;Palmeiras;04/05/2001;4-2-3-1;A. Moreira Ferreira;A. Moreira Ferreira;Coritiba;couto pereira;1;0;PR;SP;PR
7236;36;13/02/2021;17:00;Sabado;Goias;Botafogo-RJ;04/04/2002;03/05/2002;L. Flávio;L. Flávio;Goias;estadio da serrinha;2;0;GO;RJ;GO
7237;36;13/02/2021;19:00;Sabado;Atletico-MG;Bahia;03/04/2003;05/03/2002;L. Cavalcanti;L. Cavalcanti;-;mineirao;1;1;MG;BA;-
7238;36;13/02/2021;19:00;Sabado;Santos;Coritiba;04/03/2003;04/04/2002;G. Morínigo;G. Morínigo;Santos;estadio urbano caldeira;2;0;SP;PR;SP
7239;36;14/02/2021;16:00;Domingo;Flamengo;Corinthians;04/04/2002;4-2-3-1;V. Carmo Mancini;V. Carmo Mancini;Flamengo;maracana;2;1;RJ;SP;RJ
7240;36;14/02/2021;16:00;Domingo;Vasco;Internacional;4-2-3-1;4-1-4-1;A. da Silva Braga;A. da Silva Braga;Internacional;estadio vasco da gama;0;2;RJ;RS;RS
7241;36;14/02/2021;18:14;Domingo;Athletico-PR;Atletico-GO;4-2-3-1;4-2-3-1;M. Ribeiro Cabo;M. Ribeiro Cabo;Athletico-PR;estadio joaquim americo guimaraes;2;1;PR;GO;PR
7242;36;14/02/2021;18:15;Domingo;Palmeiras;Fortaleza;3-4-2-1;4-2-3-1;E. Alves Moreira;E. Alves Moreira;Palmeiras;allianz parque;3;0;SP;CE;SP
7243;36;14/02/2021;20:29;Domingo;Gremio;Sao Paulo;4-2-3-1;04/04/2002;M. Vizolli;M. Vizolli;Sao Paulo;arena do gremio;1;2;RS;SP;SP
7244;36;15/02/2021;17:59;Segunda-feira;Ceara;Fluminense;4-2-3-1;4-2-3-1;M. de Oliveira;M. de Oliveira;Fluminense;arena castelao;1;3;CE;RJ;RJ
7245;36;15/02/2021;20:00;Segunda-feira;Sport;Bragantino;3-4-2-1;4-1-4-1;M. Nogueira Barbieri;M. Nogueira Barbieri;-;adelmar da costa carvalho;0;0;PE;SP;-
7246;37;20/02/2021;18:30;Sabado;Coritiba;Ceara;04/03/2003;4-2-3-1;A. Ferreira;A. Ferreira;Ceara;couto pereira;0;2;PR;CE;CE
7247;37;20/02/2021;21:00;Sabado;Fortaleza;Bahia;4-2-3-1;04/03/2003;L. Cavalcanti;L. Cavalcanti;Bahia;arena castelao;0;4;CE;BA;BA
7248;37;21/02/2021;16:01;Domingo;Sport;Atletico-MG;05/04/2001;04/03/2003;J. Sampaoli Moya;J. Sampaoli Moya;Atletico-MG;adelmar da costa carvalho;2;3;PE;MG;MG
7249;37;21/02/2021;16:00;Domingo;Corinthians;Vasco;4-2-3-1;4-1-4-1;V. Luxemburgo da Silva;V. Luxemburgo da Silva;-;neo quimica arena;0;0;SP;RJ;-
7250;37;21/02/2021;16:02;Domingo;Flamengo;Internacional;04/04/2002;4-1-4-1;A. da Silva Braga;A. da Silva Braga;Flamengo;maracana;2;1;RJ;RS;RJ
7251;37;21/02/2021;18:14;Domingo;Santos;Fluminense;04/03/2003;4-2-3-1;M. de Oliveira;M. de Oliveira;-;estadio urbano caldeira;1;1;SP;RJ;-
7252;37;21/02/2021;18:15;Domingo;Gremio;Athletico-PR;04/03/2003;4-2-2-2;A. Cardoso de Oliveira;A. Cardoso de Oliveira;Gremio;arena do gremio;1;0;RS;PR;RS
7253;37;21/02/2021;20:30;Domingo;Goias;Bragantino;03/05/2002;04/03/2003;M. Nogueira Barbieri;M. Nogueira Barbieri;-;estadio da serrinha;0;0;GO;SP;-
7254;37;22/02/2021;18:00;Segunda-feira;Palmeiras;Atletico-GO;4-2-3-1;4-2-3-1;M. Ribeiro Cabo;M. Ribeiro Cabo;-;allianz parque;1;1;SP;GO;-
7255;37;22/02/2021;19:59;Segunda-feira;Botafogo-RJ;Sao Paulo;04/04/2002;04/04/2002;M. Vizolli;M. Vizolli;Botafogo-RJ;estadio nilton santos;1;0;RJ;SP;RJ
7256;38;25/02/2021;21:30;Quinta-feira;Bragantino;Gremio;04/03/2003;4-2-3-1;Renato Gaúcho;Renato Gaúcho;Bragantino;nabizao;1;0;SP;RS;SP
7257;38;25/02/2021;21:30;Quinta-feira;Bahia;Santos;3-4-2-1;4-4-1-1;M. Fernandes;M. Fernandes;Bahia;itaipava arena fonte nova;2;0;BA;SP;BA
7258;38;25/02/2021;21:30;Quinta-feira;Athletico-PR;Sport;4-2-2-2;05/04/2001;J. Ribeiro Ventura;J. Ribeiro Ventura;Athletico-PR;estadio joaquim americo guimaraes;2;0;PR;PE;PR
7259;38;25/02/2021;21:30;Quinta-feira;Atletico-GO;Coritiba;4-2-3-1;05/04/2001;J. Bertagnoli;J. Bertagnoli;Atletico-GO;estadio antonio accioly;3;1;GO;PR;GO
7260;38;25/02/2021;21:31;Quinta-feira;Internacional;Corinthians;4-1-4-1;4-2-3-1;V. Carmo Mancini;V. Carmo Mancini;-;estadio jose pinheiro borda;0;0;RS;SP;-
7261;38;25/02/2021;21:30;Quinta-feira;Ceara;Botafogo-RJ;4-2-3-1;4-2-3-1;L. Flávio;L. Flávio;Ceara;arena castelao;2;1;CE;RJ;CE
7262;38;25/02/2021;21:31;Quinta-feira;Sao Paulo;Flamengo;03/05/2002;04/04/2002;R. Ceni;R. Ceni;Sao Paulo;morumbi;2;1;SP;RJ;SP
7263;38;25/02/2021;21:30;Quinta-feira;Atletico-MG;Palmeiras;04/04/2002;4-1-3-2;A. Moreira Ferreira;A. Moreira Ferreira;Atletico-MG;mineirao;2;0;MG;SP;MG
7264;38;25/02/2021;21:29;Quinta-feira;Vasco;Goias;4-1-4-1;04/04/2002;A. César;A. César;Vasco;estadio vasco da gama;3;2;RJ;GO;RJ
7265;38;25/02/2021;21:30;Quinta-feira;Fluminense;Fortaleza;4-2-3-1;4-2-3-1;E. Alves Moreira;E. Alves Moreira;Fluminense;maracana;2;0;RJ;CE;RJ
7266;1;29/05/2021;19:00;Sabado;Cuiaba;Juventude;04/03/2003;4-2-3-1;E. de Barros;E. de Barros;-;arena pantanal;2;2;MT;RS;-
7267;1;29/05/2021;20:00;Sabado;Bahia;Santos;04/03/2003;04/03/2003;F. Diniz Silva;F. Diniz Silva;Bahia;estadio de pituacu;3;0;BA;SP;BA
7268;1;29/05/2021;21:00;Sabado;Sao Paulo;Fluminense;03/05/2002;4-2-3-1;R. Machado Marques;R. Machado Marques;-;morumbi;0;0;SP;RJ;-
7269;1;30/05/2021;11:01;Domingo;Atletico-MG;Fortaleza;4-2-3-1;03/05/2002;J. Vojvoda;J. Vojvoda;Fortaleza;mineirao;1;2;MG;CE;CE
7270;1;30/05/2021;16:00;Domingo;Flamengo;Palmeiras;4-2-3-1;03/05/2002;A. Moreira Ferreira;A. Moreira Ferreira;Flamengo;maracana;1;0;RJ;SP;RJ
7271;1;30/05/2021;15:59;Domingo;Ceara;Gremio;4-2-3-1;04/03/2003;T. Retzalff Nunes;T. Retzalff Nunes;Ceara;arena castelao;3;2;CE;RS;CE
7272;1;30/05/2021;18:15;Domingo;Corinthians;Atletico-GO;4-2-3-1;4-2-3-1;E. de Souza Barroca;E. de Souza Barroca;Atletico-GO;neo quimica arena;0;1;SP;GO;GO
7273;1;30/05/2021;18:14;Domingo;Chapecoense;Bragantino;4-3-2-1;4-2-3-1;M. Nogueira Barbieri;M. Nogueira Barbieri;Bragantino;arena conda;0;3;SC;SP;SP
7274;1;30/05/2021;18:16;Domingo;Athletico-PR;America-MG;4-2-3-1;4-1-4-1;L. Cirne Lima de Lorenzi;L. Cirne Lima de Lorenzi;Athletico-PR;estadio joaquim americo guimaraes;1;0;PR;MG;PR
7275;1;30/05/2021;20:30;Domingo;Internacional;Sport;04/03/2003;4-2-3-1;U. Louzer Filho;U. Louzer Filho;-;estadio jose pinheiro borda;2;2;RS;PE;-
7276;2;05/06/2021;19:00;Sabado;Atletico-GO;Sao Paulo;4-2-3-1;03/05/2002;J. Branda;J. Branda;Atletico-GO;estadio antonio accioly;2;0;GO;SP;GO
7277;2;05/06/2021;20:59;Sabado;Santos;Ceara;4-2-3-1;04/04/2002;A. Ferreira;A. Ferreira;Santos;estadio urbano caldeira;3;1;SP;CE;SP
7278;2;05/06/2021;20:59;Sabado;Bragantino;Bahia;04/04/2002;04/03/2003;L. Cavalcanti;L. Cavalcanti;-;nabizao;3;3;SP;BA;-
7279;2;06/06/2021;11:00;Domingo;Fluminense;Cuiaba;4-1-4-1;4-2-3-1;L. Iubel;L. Iubel;Fluminense;estadio vasco da gama;1;0;RJ;MT;RJ
7280;2;06/06/2021;16:00;Domingo;America-MG;Corinthians;4-4-1-1;4-1-4-1;S. Campos Junior;S. Campos Junior;Corinthians;estadio raimundo sampaio;0;1;MG;SP;SP
7281;2;06/06/2021;16:00;Domingo;Fortaleza;Internacional;3-4-1-2;04/03/2003;M. Ramírez;M. Ramírez;Fortaleza;arena castelao;5;1;CE;RS;CE
7282;2;06/06/2021;18:15;Domingo;Juventude;Athletico-PR;4-2-3-1;04/04/2002;A. Cardoso de Oliveira;A. Cardoso de Oliveira;Athletico-PR;alfredo jaconi;0;3;RS;PR;PR
7283;2;06/06/2021;18:14;Domingo;Palmeiras;Chapecoense;04/03/2003;04/03/2003;J. Ribeiro Ventura;J. Ribeiro Ventura;Palmeiras;allianz parque;3;1;SP;SC;SP
7284;2;06/06/2021;20:29;Domingo;Sport;Atletico-MG;4-2-3-1;4-2-3-1;A. Stival;A. Stival;Atletico-MG;adelmar da costa carvalho;0;1;PE;MG;MG
7285;2;11/11/2021;21:01;Quinta-feira;Gremio;Flamengo;4-2-3-1;4-2-3-1;Renato Gaúcho;Renato Gaúcho;-;arena do gremio;2;2;RS;RJ;-
7286;3;12/06/2021;19:00;Sabado;Santos;Juventude;04/03/2003;04/04/2002;M. dos Santos Gonçalves;M. dos Santos Gonçalves;-;estadio urbano caldeira;0;0;SP;RS;-
7287;3;12/06/2021;19:00;Sabado;Palmeiras;Corinthians;04/03/2003;4-1-4-1;S. Campos Junior;S. Campos Junior;-;allianz parque;1;1;SP;SP;-
7288;3;13/06/2021;15:58;Domingo;Atletico-MG;Sao Paulo;4-2-3-1;03/05/2002;H. Crespo;H. Crespo;Atletico-MG;mineirao;1;0;MG;SP;MG
7289;3;13/06/2021;16:00;Domingo;Gremio;Athletico-PR;4-2-3-1;05/04/2001;A. Cardoso de Oliveira;A. Cardoso de Oliveira;Athletico-PR;arena do gremio;0;1;RS;PR;PR
7290;3;13/06/2021;16:00;Domingo;Flamengo;America-MG;4-2-3-1;4-1-4-1;L. Cirne Lima de Lorenzi;L. Cirne Lima de Lorenzi;Flamengo;maracana;2;0;RJ;MG;RJ
7291;3;13/06/2021;20:30;Domingo;Bahia;Internacional;04/03/2003;04/03/2003;O. Loss;O. Loss;Internacional;estadio de pituacu;0;1;BA;RS;RS
7292;3;13/06/2021;20:29;Domingo;Fortaleza;Sport;3-4-1-2;4-2-3-1;U. Louzer Filho;U. Louzer Filho;Fortaleza;arena castelao;1;0;CE;PE;CE
7293;3;13/06/2021;20:30;Domingo;Bragantino;Fluminense;4-2-3-1;4-2-3-1;R. Machado Marques;R. Machado Marques;-;nabizao;2;2;SP;RJ;-
7294;3;13/06/2021;20:29;Domingo;Chapecoense;Ceara;4-2-3-1;4-2-3-1;A. Ferreira;A. Ferreira;-;arena conda;0;0;SC;CE;-
7295;3;21/07/2021;19:00;Quarta-feira;Cuiaba;Atletico-GO;04/04/2002;4-2-3-1;E. de Souza Barroca;E. de Souza Barroca;Cuiaba;arena pantanal;2;1;MT;GO;MT
7296;4;16/06/2021;19:00;Quarta-feira;Internacional;Atletico-MG;4-2-3-1;4-1-4-1;A. Stival;A. Stival;Atletico-MG;estadio jose pinheiro borda;0;1;RS;MG;MG
7297;4;16/06/2021;19:00;Quarta-feira;Sao Paulo;Chapecoense;4-2-3-1;4-2-3-1;J. Ribeiro Ventura;J. Ribeiro Ventura;-;morumbi;1;1;SP;SC;-
7298;4;16/06/2021;20:30;Quarta-feira;Corinthians;Bragantino;4-2-3-1;4-2-3-1;M. Nogueira Barbieri;M. Nogueira Barbieri;Bragantino;neo quimica arena;1;2;SP;SP;SP
7299;4;16/06/2021;21:30;Quarta-feira;Juventude;Palmeiras;4-1-2-1-2;4-1-4-1;A. Moreira Ferreira;A. Moreira Ferreira;Palmeiras;alfredo jaconi;0;3;RS;SP;SP
7300;4;17/06/2021;16:00;Quinta-feira;America-MG;Cuiaba;4-1-4-1;04/03/2003;L. Iubel;L. Iubel;-;estadio raimundo sampaio;0;0;MG;MT;-
7301;4;17/06/2021;15:59;Quinta-feira;Ceara;Bahia;4-2-3-1;04/03/2003;L. Cavalcanti;L. Cavalcanti;Bahia;arena castelao;1;2;CE;BA;BA
7302;4;17/06/2021;19:01;Quinta-feira;Sport;Gremio;05/04/2001;4-2-3-1;T. Retzalff Nunes;T. Retzalff Nunes;Sport;adelmar da costa carvalho;1;0;PE;RS;PE
7303;4;17/06/2021;19:00;Quinta-feira;Atletico-GO;Fortaleza;4-2-3-1;3-4-1-2;J. Vojvoda;J. Vojvoda;-;estadio antonio accioly;0;0;GO;CE;-
7304;4;17/06/2021;19:00;Quinta-feira;Fluminense;Santos;04/03/2003;4-2-3-1;F. Diniz Silva;F. Diniz Silva;Fluminense;maracana;1;0;RJ;SP;RJ
7305;4;02/11/2021;16:00;Terça-feira;Athletico-PR;Flamengo;03/04/2003;04/04/2002;Renato Gaúcho;Renato Gaúcho;-;estadio joaquim americo guimaraes;2;2;PR;RJ;-
7306;5;19/06/2021;21:00;Sabado;Flamengo;Bragantino;4-2-3-1;4-2-3-1;C. Maldonado;C. Maldonado;Bragantino;maracana;2;3;RJ;SP;SP
7307;5;20/06/2021;11:01;Domingo;Palmeiras;America-MG;4-1-4-1;4-2-3-1;C. de Almeida;C. de Almeida;Palmeiras;allianz parque;2;1;SP;MG;SP
7308;5;20/06/2021;15:59;Domingo;Bahia;Corinthians;04/03/2003;4-1-4-1;S. Campos Junior;S. Campos Junior;-;estadio de pituacu;0;0;BA;SP;-
7309;5;20/06/2021;16:00;Domingo;Internacional;Ceara;04/04/2002;4-2-3-1;A. Ferreira;A. Ferreira;-;estadio jose pinheiro borda;1;1;RS;CE;-
7310;5;20/06/2021;18:15;Domingo;Fortaleza;Fluminense;3-4-1-2;4-2-3-1;R. Machado Marques;R. Machado Marques;-;arena castelao;1;1;CE;RJ;-
7311;5;20/06/2021;18:14;Domingo;Athletico-PR;Atletico-GO;3-4-2-1;4-2-3-1;E. de Souza Barroca;E. de Souza Barroca;Athletico-PR;estadio joaquim americo guimaraes;2;1;PR;GO;PR
7312;5;20/06/2021;18:15;Domingo;Santos;Sao Paulo;4-2-3-1;3-1-4-2;H. Crespo;H. Crespo;Santos;estadio urbano caldeira;2;0;SP;SP;SP
7313;5;20/06/2021;20:32;Domingo;Juventude;Sport;04/04/2002;05/04/2001;U. Louzer Filho;U. Louzer Filho;Juventude;alfredo jaconi;1;0;RS;PE;RS
7314;5;21/06/2021;20:00;Segunda-feira;Atletico-MG;Chapecoense;04/03/2003;04/04/2002;J. Ribeiro Ventura;J. Ribeiro Ventura;-;mineirao;1;1;MG;SC;-
7315;5;18/08/2021;18:59;Quarta-feira;Cuiaba;Gremio;04/04/2002;4-2-3-1;L. Scolari;L. Scolari;Gremio;arena pantanal;0;1;MT;RS;RS
7316;6;23/06/2021;19:01;Quarta-feira;Atletico-GO;Fluminense;4-2-3-1;4-2-3-1;R. Machado Marques;R. Machado Marques;Atletico-GO;estadio antonio accioly;1;0;GO;RJ;GO
7317;6;23/06/2021;19:00;Quarta-feira;Sao Paulo;Cuiaba;03/05/2002;04/05/2001;L. Iubel;L. Iubel;-;morumbi;2;2;SP;MT;-
7318;6;23/06/2021;19:00;Quarta-feira;Flamengo;Fortaleza;04/04/2002;3-4-1-2;J. Vojvoda;J. Vojvoda;Flamengo;maracana;2;1;RJ;CE;RJ
7319;6;23/06/2021;19:00;Quarta-feira;Bragantino;Palmeiras;4-2-3-1;03/05/2002;A. Moreira Ferreira;A. Moreira Ferreira;Bragantino;nabizao;3;1;SP;SP;SP
7320;6;24/06/2021;16:00;Quinta-feira;America-MG;Juventude;4-2-3-1;4-2-3-1;M. dos Santos Gonçalves;M. dos Santos Gonçalves;-;estadio raimundo sampaio;1;1;MG;RS;-
7321;6;24/06/2021;19:00;Quinta-feira;Chapecoense;Internacional;4-3-1-2;4-2-3-1;D. Aguirre Camblor;D. Aguirre Camblor;Internacional;arena conda;1;2;SC;RS;RS
7322;6;24/06/2021;18:59;Quinta-feira;Corinthians;Sport;04/03/2003;05/04/2001;U. Louzer Filho;U. Louzer Filho;Corinthians;neo quimica arena;2;1;SP;PE;SP
7323;6;24/06/2021;19:00;Quinta-feira;Ceara;Atletico-MG;4-2-3-1;4-1-4-1;A. Stival;A. Stival;Ceara;arena castelao;2;1;CE;MG;CE
7324;6;24/06/2021;21:30;Quinta-feira;Bahia;Athletico-PR;04/03/2003;05/04/2001;A. Cardoso de Oliveira;A. Cardoso de Oliveira;Bahia;estadio de pituacu;2;1;BA;PR;BA
7325;6;24/06/2021;21:29;Quinta-feira;Gremio;Santos;4-2-3-1;4-2-3-1;F. Diniz Silva;F. Diniz Silva;-;arena do gremio;2;2;RS;SP;-
7326;7;27/06/2021;11:02;Domingo;Juventude;Flamengo;04/03/2003;04/04/2002;R. Ceni;R. Ceni;Juventude;alfredo jaconi;1;0;RS;RJ;RS
7327;7;27/06/2021;16:00;Domingo;Fluminense;Corinthians;4-2-3-1;4-2-3-1;S. Campos Junior;S. Campos Junior;-;estadio vasco da gama;1;1;RJ;SP;-
7328;7;27/06/2021;20:00;Domingo;Palmeiras;Bahia;4-2-3-1;4-2-3-1;L. Cavalcanti;L. Cavalcanti;Palmeiras;allianz parque;3;2;SP;BA;SP
7329;7;27/06/2021;19:59;Domingo;Athletico-PR;Chapecoense;05/04/2001;03/04/2003;J. Ribeiro Ventura;J. Ribeiro Ventura;-;estadio joaquim americo guimaraes;2;2;PR;SC;-
7330;7;27/06/2021;19:59;Domingo;Gremio;Fortaleza;04/03/2003;3-4-1-2;J. Vojvoda;J. Vojvoda;-;arena do gremio;0;0;RS;CE;-
7331;7;27/06/2021;20:30;Domingo;Santos;Atletico-MG;04/03/2003;4-1-4-1;A. Stival;A. Stival;Santos;estadio urbano caldeira;2;0;SP;MG;SP
7332;7;27/06/2021;20:30;Domingo;America-MG;Internacional;4-1-4-1;04/03/2003;D. Aguirre Camblor;D. Aguirre Camblor;-;estadio raimundo sampaio;1;1;MG;RS;-
7333;7;27/06/2021;20:32;Domingo;Sport;Cuiaba;04/04/2002;4-1-4-1;L. Iubel;L. Iubel;-;adelmar da costa carvalho;0;0;PE;MT;-
7334;7;27/06/2021;20:30;Domingo;Ceara;Sao Paulo;4-2-3-1;3-1-4-2;J. Branda;J. Branda;-;arena castelao;1;1;CE;SP;-
7335;7;28/06/2021;20:00;Segunda-feira;Atletico-GO;Bragantino;4-2-3-1;4-2-3-1;M. Nogueira Barbieri;M. Nogueira Barbieri;Bragantino;estadio antonio accioly;0;1;GO;SP;SP
7336;8;30/06/2021;16:00;Quarta-feira;Fluminense;Athletico-PR;4-2-3-1;4-2-3-1;B. Lazaroni;B. Lazaroni;Athletico-PR;estadio municipal general raulino de oliveira;1;4;RJ;PR;PR
7337;8;30/06/2021;16:01;Quarta-feira;Fortaleza;Chapecoense;3-4-1-2;05/04/2001;J. Ribeiro Ventura;J. Ribeiro Ventura;Fortaleza;arena castelao;3;2;CE;SC;CE
7338;8;30/06/2021;19:00;Quarta-feira;Internacional;Palmeiras;4-2-3-1;4-2-3-1;A. Moreira Ferreira;A. Moreira Ferreira;Palmeiras;estadio jose pinheiro borda;1;2;RS;SP;SP
7339;8;30/06/2021;19:00;Quarta-feira;Bahia;America-MG;4-1-4-1;4-2-3-1;V. Carmo Mancini;V. Carmo Mancini;America-MG;estadio de pituacu;3;4;BA;MG;MG
7340;8;30/06/2021;20:30;Quarta-feira;Santos;Sport;04/03/2003;4-2-3-1;U. Louzer Filho;U. Louzer Filho;-;estadio urbano caldeira;0;0;SP;PE;-
7341;8;30/06/2021;21:30;Quarta-feira;Corinthians;Sao Paulo;4-2-3-1;3-1-4-2;J. Branda;J. Branda;-;neo quimica arena;0;0;SP;SP;-
7342;8;30/06/2021;21:30;Quarta-feira;Juventude;Gremio;4-2-3-1;04/03/2003;T. Retzalff Nunes;T. Retzalff Nunes;Juventude;alfredo jaconi;2;0;RS;RS;RS
7343;8;01/07/2021;16:00;Quinta-feira;Bragantino;Ceara;4-2-3-1;4-2-3-1;A. Ferreira;A. Ferreira;-;nabizao;0;0;SP;CE;-
7344;8;01/07/2021;19:00;Quinta-feira;Atletico-MG;Atletico-GO;04/03/2003;4-2-3-1;E. de Souza Barroca;E. de Souza Barroca;Atletico-MG;mineirao;4;1;MG;GO;MG
7345;8;01/07/2021;20:00;Quinta-feira;Cuiaba;Flamengo;04/05/2001;04/04/2002;R. Ceni;R. Ceni;Flamengo;arena pantanal;0;2;MT;RJ;RJ
